Run Date,Symbol,Company,Sector,Industry,Total Score,Tech Score,Fund Score,Grade,Flags,Close (₹),Day Change %,EMA 20,EMA 50,EMA 200,EMA Stack ✓,Supertrend,% from 52W High,RSI (14),MACD,MACD Signal,MACD Histogram,MACD Cross ✓,ADX,Volume,20D Avg Volume,Volume Ratio,Market Cap (Cr),P/E Ratio,Forward P/E,ROE %,Debt/Equity,Revenue Growth %,Earnings Growth %,Price/Book,Dividend Yield %,Current Ratio,Screener Link,TradingView Link
2026-06-25,PRESTIGE,Prestige Estates Projects Limited,Real Estate,Real Estate - Diversified,46.7,26.2,20.5,C,✅ Supertrend Buy | 🎯 VCP Pattern | 📉 Tight Base,1541.1,1.88,1449.04,1412.82,1455.27,✗,Buy,85.05,66.65,39.5365,24.5412,14.9953,,21.64,754199,752507,1.0,67035.0,56.103104,27.030233,8.0,105.493,166.5,901.7,4.116858,12.0,1.148,https://www.screener.in/company/PRESTIGE/,https://www.tradingview.com/chart/?symbol=NSE:PRESTIGE
2026-06-25,WELSPUNLIV,Welspun Living Limited,Consumer Cyclical,Textile Manufacturing,46.6,39.7,6.9,C,🔥 Breakout Confirmed | ✅ Supertrend Buy | 📈 EMA Bull Stack | 📊 High Volume | 🏆 At 52W High | 📉 Tight Base,169.84,5.05,150.21,141.4,131.93,✓,Buy,99.32,78.4,7.0395,4.7071,2.3324,,26.42,17160661,3961350,4.33,15752.0,78.18691,17.927149,4.3,46.501,-8.0,-22.1,3.4613874,6.0,1.584,https://www.screener.in/company/WELSPUNLIV/,https://www.tradingview.com/chart/?symbol=NSE:WELSPUNLIV
2026-06-25,AUROPHARMA,Aurobindo Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,46.6,32.2,14.4,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 At 52W High | 📉 Tight Base,1530.6,-0.23,1467.55,1433.83,1297.62,✓,Buy,98.69,64.13,14.9795,6.1779,8.8016,,18.21,1085955,1299228,0.84,89483.0,25.786766,17.523754,9.93,21.31,5.6,1.9,2.3841276,26.0,1.813,https://www.screener.in/company/AUROPHARMA/,https://www.tradingview.com/chart/?symbol=NSE:AUROPHARMA
2026-06-25,BIOCON,Biocon Limited,Healthcare,Biotechnology,46.5,40.2,6.3,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 📊 High Volume | 🏆 Near 52W High | 📉 Tight Base,420.65,-0.6,416.65,405.66,383.79,✓,Buy,95.52,57.04,3.4252,4.2721,-0.8469,,22.17,7398931,3118257,2.37,67396.0,147.57092,35.344498,1.15,42.145,2.3,-72.5,1.9487878,12.0,1.221,https://www.screener.in/company/BIOCON/,https://www.tradingview.com/chart/?symbol=NSE:BIOCON
2026-06-25,NMDC,NMDC Limited,Basic Materials,Steel,46.400000000000006,16.8,29.6,C,📈 EMA Bull Stack | 📉 Tight Base | 💎 High ROE,85.7,0.52,88.84,88.25,80.82,✓,Sell,87.91,40.04,-0.8397,-0.2096,-0.6301,,19.62,36638678,33928981,1.08,74678.0,10.028336,8.437326,23.36,18.802,61.9,37.7,2.1883857,408.0,2.429,https://www.screener.in/company/NMDC/,https://www.tradingview.com/chart/?symbol=NSE:NMDC
2026-06-25,GREENPLY,Greenply Industries Limited,Basic Materials,Lumber & Wood Production,46.1,30.6,15.5,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 📉 Tight Base,295.95,0.08,284.02,266.2,259.42,✓,Buy,84.22,66.22,10.4898,10.4931,-0.0033,,37.24,137136,269593,0.51,3790.0,42.20584,18.974716,10.54,57.505,19.6,86.1,4.201476,17.0,1.286,https://www.screener.in/company/GREENPLY/,https://www.tradingview.com/chart/?symbol=NSE:GREENPLY
2026-06-25,TANLA,Tanla Platforms Limited,Technology,Software - Application,46.0,19.0,27.0,C,✅ Supertrend Buy | 📉 Tight Base | 💎 High ROE,521.35,0.31,520.26,511.17,517.5,✗,Buy,69.51,51.29,1.8698,2.1664,-0.2966,,25.42,263445,381787,0.69,6874.0,13.6103115,11.595318,21.41,2.118,15.0,16.4,2.7596178,230.0,2.298,https://www.screener.in/company/TANLA/,https://www.tradingview.com/chart/?symbol=NSE:TANLA
2026-06-25,ADANIENSOL,Adani Energy Solutions Limited,Utilities,Utilities - Independent Power Producers,45.900000000000006,29.8,16.1,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 Near 52W High | 📉 Tight Base | 👤 High Promoter,1495.9,0.15,1492.09,1400.34,1143.3,✓,Buy,92.64,53.48,28.9467,39.6984,-10.7516,,24.06,1290346,2540814,0.51,181129.0,81.28303,44.310997,9.66,194.5,16.8,3.5,7.1233525,0.0,1.154,https://www.screener.in/company/ADANIENSOL/,https://www.tradingview.com/chart/?symbol=NSE:ADANIENSOL
2026-06-25,MANAPPURAM,Manappuram Finance Limited,Financial Services,Credit Services,45.6,29.8,15.8,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 Near 52W High | 🎯 VCP Pattern | 📉 Tight Base,318.35,-0.31,314.42,306.28,287.29,✓,Buy,95.31,54.2,3.5346,2.8424,0.6922,,15.1,1710015,2565763,0.67,29918.0,27.175768,10.888889,6.97,360.191,109.3,,1.6804816,63.0,94.116,https://www.screener.in/company/MANAPPURAM/,https://www.tradingview.com/chart/?symbol=NSE:MANAPPURAM
2026-06-25,MGL,Mahanagar Gas Limited,Utilities,Utilities - Regulated Gas,45.2,26.2,19.0,C,✅ Supertrend Buy | 📉 Tight Base,1196.0,-1.97,1150.05,1116.2,1147.77,✗,Buy,77.19,61.14,34.9528,22.7256,12.2272,,25.31,175850,262014,0.67,11602.0,13.79286,12.525722,13.63,3.461,4.5,-47.4,1.8051329,251.0,0.938,https://www.screener.in/company/MGL/,https://www.tradingview.com/chart/?symbol=NSE:MGL
2026-06-25,BERGEPAINT,Berger Paints India Limited,Basic Materials,Specialty Chemicals,45.099999999999994,26.2,18.9,C,✅ Supertrend Buy | 📉 Tight Base | 👤 High Promoter,530.55,-2.87,518.85,501.67,502.68,✗,Buy,88.28,56.81,10.8205,8.3358,2.4847,,22.39,518210,788432,0.66,62807.0,55.76087,42.68729,17.23,9.165,6.1,27.7,9.084547,75.0,2.115,https://www.screener.in/company/BERGEPAINT/,https://www.tradingview.com/chart/?symbol=NSE:BERGEPAINT
2026-06-25,INDIANB,Indian Bank,Financial Services,Banks - Regional,44.0,18.8,25.2,D,✅ Supertrend Buy | 📉 Tight Base,843.65,-0.32,844.34,844.7,808.13,✗,Buy,86.08,50.43,7.3558,5.3773,1.9786,,24.45,1582412,3740690,0.42,112148.0,9.581127,7.758347,15.44,,1.5,6.4,1.4009265,216.0,,https://www.screener.in/company/INDIANB/,https://www.tradingview.com/chart/?symbol=NSE:INDIANB
2026-06-25,INDHOTEL,The Indian Hotels Company Limited,Consumer Cyclical,Lodging,43.8,26.2,17.6,D,✅ Supertrend Buy | 📉 Tight Base,725.5,0.2,687.93,667.75,682.76,✗,Buy,89.75,70.9,19.3586,13.3831,5.9755,,21.99,2581217,2382203,1.08,102580.0,49.157574,39.382236,16.43,18.987,14.3,14.7,7.859122,45.0,2.495,https://www.screener.in/company/INDHOTEL/,https://www.tradingview.com/chart/?symbol=NSE:INDHOTEL
2026-06-25,NIITLTD,NIIT Limited,Consumer Defensive,Education & Training Services,43.599999999999994,29.4,14.2,D,✅ Supertrend Buy,103.45,3.31,92.15,82.35,86.4,✗,Buy,77.97,63.95,7.4674,7.0294,0.438,,39.54,2766364,6121764,0.45,1372.0,250.95,31.36875,0.57,0.65,15.6,,1.2952759,97.0,5.709,https://www.screener.in/company/NIITLTD/,https://www.tradingview.com/chart/?symbol=NSE:NIITLTD
2026-06-25,FINPIPE,Finolex Industries Limited,Industrials,Building Products & Equipment,43.5,23.8,19.7,D,📉 Tight Base,183.65,2.17,175.82,174.75,178.68,✗,Sell,78.46,61.54,1.3444,0.3962,0.9481,,13.07,1659247,1312397,1.26,10898.0,18.170103,15.878378,9.73,7.171,12.1,59.0,1.7515528,109.0,3.545,https://www.screener.in/company/FINPIPE/,https://www.tradingview.com/chart/?symbol=NSE:FINPIPE
2026-06-25,RECLTD,REC Limited,Financial Services,Credit Services,43.4,22.9,20.5,D,✅ Supertrend Buy | 🏆 Near 52W High | 📉 Tight Base,363.65,0.48,352.11,348.81,353.48,✗,Buy,93.53,59.67,5.1812,2.6513,2.5299,,17.64,5365537,5703309,0.94,96021.0,5.8985763,5.247454,19.96,607.463,-14.4,-21.9,1.1402546,638.0,282.504,https://www.screener.in/company/RECLTD/,https://www.tradingview.com/chart/?symbol=NSE:RECLTD
2026-06-25,MCX,Multi Commodity Exchange of India Limited,Financial Services,Financial Data & Stock Exchanges,43.4,8.4,35.0,D,🎯 VCP Pattern | 📉 Tight Base | 💎 High ROE,2840.6,0.34,2891.54,2891.57,2426.29,✗,Sell,81.63,44.22,-51.1011,-51.0053,-0.0958,,26.2,1700264,3580010,0.47,72071.0,54.174477,34.043648,37.88,0.113,200.0,291.2,17.126423,21.0,1.31,https://www.screener.in/company/MCX/,https://www.tradingview.com/chart/?symbol=NSE:MCX
2026-06-25,HINDCOPPER,Hindustan Copper Limited,Basic Materials,Copper,42.9,16.4,26.5,D,📊 High Volume | 📉 Tight Base | 💎 High ROE,502.25,0.4,519.68,530.99,467.64,✗,Sell,66.19,38.45,-11.4828,-10.5171,-0.9656,,24.51,8300337,3581474,2.32,47520.0,51.780823,24.693468,30.6,3.319,58.1,136.6,14.231104,49.0,1.679,https://www.screener.in/company/HINDCOPPER/,https://www.tradingview.com/chart/?symbol=NSE:HINDCOPPER
2026-06-25,KOTAKBANK,Kotak Mahindra Bank Limited,Financial Services,Banks - Regional,42.3,26.2,16.1,D,✅ Supertrend Buy | 📉 Tight Base,405.95,1.07,395.3,389.72,400.29,✗,Buy,89.57,64.41,5.9368,4.9074,1.0294,,21.34,11768059,14011870,0.84,406810.0,21.082474,14.607142,11.39,,-11.0,9.8,2.245735,12.0,,https://www.screener.in/company/KOTAKBANK/,https://www.tradingview.com/chart/?symbol=NSE:KOTAKBANK
2026-06-25,PETRONET,Petronet LNG Limited,Energy,Oil & Gas Refining & Marketing,41.9,21.4,20.5,D,✅ Supertrend Buy | 📉 Tight Base,287.85,1.02,279.0,275.04,276.71,✗,Buy,89.21,62.29,4.9744,3.3676,1.6068,,18.17,3242080,3610757,0.9,42338.0,10.82247,10.007545,18.56,10.507,-23.3,25.3,1.8994712,347.0,5.67,https://www.screener.in/company/PETRONET/,https://www.tradingview.com/chart/?symbol=NSE:PETRONET
2026-06-25,GRASIM,Grasim Industries Limited,Basic Materials,Building Materials,41.7,29.8,11.9,D,✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 Near 52W High | 📉 Tight Base,3127.9,-0.52,3111.06,3014.52,2859.47,✓,Buy,97.75,56.76,41.0869,48.0973,-7.0104,,15.72,706788,656440,1.08,212038.0,42.718952,21.292936,6.29,134.138,10.5,60.8,2.0491157,32.0,0.947,https://www.screener.in/company/GRASIM/,https://www.tradingview.com/chart/?symbol=NSE:GRASIM
